stocks,levels
SAIL,"{""51.9"": 2, ""20.15"": 1, ""44.75"": 4, ""151.3"": 9, ""84.35"": 30, ""112.35"": 18, ""63.6"": 5, ""73.75"": 14, ""93.9"": 14, ""77.6"": 16, ""103.65"": 14, ""81.8"": 27, ""175.35"": 2, ""124.8"": 12}"
CDSL,"{""150.9"": 1, ""89.9"": 1, ""789.5"": 4, ""867.2"": 6, ""640.95"": 9, ""507.5"": 14, ""725.95"": 12, ""440.45"": 1, ""553.7"": 18, ""811.0"": 5, ""1664.4"": 5}"
PAYTM,"{""510.05"": 3, ""844.7"": 13, ""438.35"": 4, ""738.7"": 9, ""998.3"": 4, ""318.05"": 1, ""310.0"": 1}"
TATAINVEST,"{""1024.9"": 17, ""591.0"": 1, ""1163.85"": 10, ""980.0"": 2, ""1733.9"": 1, ""1262.55"": 6, ""1588.95"": 7, ""1215.95"": 1, ""2883.4"": 2, ""1921.05"": 2, ""1730.0"": 1, ""9756.85"": 1, ""8074.25"": 1, ""5850.1"": 3}"
GICRE,"{""81.5"": 1, ""169.0"": 8, ""115.0"": 16, ""244.2"": 6, ""116.6"": 19, ""148.35"": 24, ""109.1"": 2, ""105.0"": 2, ""204.0"": 23, ""127.8"": 11, ""467.8"": 1, ""442.5"": 1, ""347.0"": 9}"
MAHABANK,"{""15.25"": 3, ""8.0"": 2, ""15.35"": 4, ""27.6"": 4, ""32.0"": 8, ""17.2"": 7, ""22.85"": 10, ""22.2"": 4, ""36.25"": 5, ""22.8"": 5, ""51.9"": 5, ""73.5"": 1, ""59.0"": 8, ""47.37"": 11}"
CGPOWER,"{""4.75"": 1, ""91.95"": 5, ""208.9"": 2, ""154.0"": 8, ""219.65"": 3, ""338.6"": 6, ""359.2"": 1, ""503.45"": 3, ""874.7"": 1}"
COLPAL,"{""1065.0"": 1, ""1565.8"": 82, ""1322.15"": 8, ""1676.0"": 23, ""1468.0"": 50, ""1823.4"": 5, ""1375.6"": 23, ""1672.0"": 20, ""1470.0"": 48, ""1695.95"": 24, ""1532.0"": 52, ""1669.95"": 28, ""1434.6"": 32, ""3890.0"": 1}"
RAJESHEXPO,"{""780.5"": 4, ""537.0"": 12, ""994.7"": 1, ""518.5"": 23, ""548.3"": 17, ""1029.7"": 1, ""669.3"": 28, ""334.05"": 4, ""261.0"": 2, ""262.4"": 4, ""332.5"": 4}"
HUDCO,"{""18.0"": 1, ""39.55"": 25, ""29.85"": 1, ""54.9"": 7, ""39.5"": 15, ""58.25"": 6, ""39.4"": 6, ""30.6"": 6, ""34.35"": 27, ""58.85"": 7, ""40.4"": 25, ""353.7"": 1, ""192.11"": 4}"
TATAELXSI,"{""1098.4"": 3, ""499.95"": 1, ""9420.0"": 2, ""10760.0"": 1, ""5709.05"": 5, ""5882.55"": 14, ""7947.0"": 20, ""6992.05"": 32, ""9200.0"": 2, ""8195.0"": 15, ""6411.2"": 14, ""9080.0"": 7}"
PTCIL,"{""6342.35"": 1, ""4469.35"": 1, ""9540.0"": 1, ""15702.1"": 2}"
SHYAMMETL,"{""289.15"": 18, ""385.5"": 4, ""273.1"": 6, ""280.05"": 8, ""334.9"": 10, ""254.55"": 1, ""494.35"": 1, ""737.8"": 4, ""511.2"": 1, ""524.2"": 2, ""956.9"": 1}"
LTF,"{""124.65"": 8, ""42.7"": 1, ""69.55"": 8, ""51.7"": 2, ""113.4"": 4, ""84.35"": 22, ""101.1"": 8, ""76.1"": 20, ""95.95"": 16, ""58.5"": 10, ""92.2"": 30, ""65.95"": 4, ""98.3"": 10, ""78.95"": 21, ""140.2"": 10, ""179.0"": 12, ""144.6"": 22, ""194.25"": 2, ""189.45"": 3}"
TVSMOTOR,"{""499.5"": 10, ""240.1"": 1, ""523.65"": 7, ""666.0"": 7, ""495.0"": 7, ""813.95"": 3, ""513.0"": 9, ""1176.9"": 1, ""967.55"": 7, ""2313.45"": 3, ""1873.0"": 3, ""2958.0"": 1}"
HFCL,"{""20.05"": 2, ""8.1"": 1, ""18.7"": 3, ""34.65"": 3, ""23.0"": 3, ""95.7"": 8, ""101.35"": 8, ""63.0"": 14, ""86.3"": 7, ""51.55"": 2, ""88.8"": 6, ""55.75"": 6, ""80.95"": 18, ""61.5"": 4, ""117.8"": 6, ""80.25"": 22, ""82.85"": 15, ""171.0"": 1, ""111.51"": 5}"
AJANTPHARM,"{""640.65"": 9, ""887.35"": 2, ""1173.3"": 43, ""1623.35"": 2, ""1577.2"": 2, ""1333.35"": 13, ""1569.35"": 2, ""1061.75"": 13, ""1427.5"": 21, ""1111.6"": 10, ""1131.7"": 17, ""1650.05"": 1, ""2353.95"": 4, ""1998.35"": 6, ""3485.0"": 1}"
AMBUJACEM,"{""220.25"": 10, ""136.55"": 1, ""442.5"": 10, ""274.0"": 4, ""391.0"": 13, ""598.0"": 5, ""315.3"": 13, ""481.15"": 2, ""404.05"": 17, ""518.35"": 19, ""706.95"": 1}"
